storenr,date,customers
221,2018-10-16,10848
222,2018-10-16,7932
227,2018-10-16,13320
229,2018-10-16,6652
230,2018-10-16,8324
231,2018-10-16,8836
236,2018-10-16,7260
254,2018-10-16,4380
257,2018-10-16,8116
262,2018-10-16,5156
266,2018-10-16,4388
267,2018-10-16,7352
112,2018-11-03,5784
113,2018-11-03,5556
115,2018-11-03,8484
117,2018-11-03,7284
118,2018-11-03,8060
122,2018-11-03,6884
123,2018-11-03,8648
124,2018-11-03,5564
125,2018-11-03,9332
126,2018-11-03,11392
127,2018-11-03,6096
128,2018-11-03,6200
134,2018-11-03,6472
138,2018-11-03,6896
139,2018-11-03,10072
140,2018-11-03,5868
141,2018-11-03,6828
143,2018-11-03,9700
152,2018-11-03,5388
154,2018-11-03,11196
155,2018-11-03,9440
159,2018-11-03,6884
163,2018-11-03,7324
168,2018-11-03,6156
170,2018-11-03,7008
173,2018-11-03,6848
180,2018-11-03,8476
182,2018-11-03,6772
183,2018-11-03,6820
184,2018-11-03,8544
189,2018-11-03,6736
191,2018-11-03,5412
192,2018-11-03,4608
193,2018-11-03,7528
196,2018-11-03,10828
197,2018-11-03,6676
200,2018-11-03,7944
206,2018-11-03,8052
207,2018-11-03,7216
211,2018-11-03,8920
213,2018-11-03,8892
218,2018-11-03,5856
221,2018-11-03,8244
222,2018-11-03,9136
227,2018-11-03,9588
229,2018-11-03,7292
230,2018-11-03,8316
231,2018-11-03,9332
236,2018-11-03,8156
254,2018-11-03,5432
257,2018-11-03,8328
262,2018-11-03,5016
266,2018-11-03,5764
267,2018-11-03,8160
268,2018-11-03,6880
272,2018-11-03,5164
278,2018-11-03,5488
291,2018-11-03,8584
301,2018-11-03,5884
306,2018-11-03,7696
323,2018-11-03,8056
101,2018-11-04,4060
105,2018-11-04,7404
110,2018-11-04,3236
111,2018-11-04,4884
112,2018-11-04,3408
113,2018-11-04,3784
115,2018-11-04,5132
117,2018-11-04,5472
118,2018-11-04,5408
122,2018-11-04,4604
128,2018-09-12,5912
134,2018-09-12,6672
138,2018-09-12,6648
139,2018-09-12,9540
140,2018-09-12,5280
141,2018-09-12,6564
143,2018-09-12,10288
152,2018-09-12,4912
154,2018-09-12,12284
155,2018-09-12,9400
159,2018-09-12,5752
163,2018-09-12,7172
168,2018-09-12,6300
170,2018-09-12,8760
173,2018-09-12,5824
180,2018-09-12,9224
182,2018-09-12,6464
183,2018-09-12,7616
184,2018-09-12,7744
189,2018-09-12,6656
191,2018-09-12,5420
192,2018-09-12,4752
193,2018-09-12,7960
196,2018-09-12,10692
197,2018-09-12,6816
200,2018-09-12,8856
206,2018-09-12,9608
207,2018-09-12,7432
211,2018-09-12,9772
213,2018-09-12,9736
218,2018-09-12,5696
221,2018-09-12,11060
222,2018-09-12,8444
227,2018-09-12,13032
229,2018-09-12,6924
230,2018-09-12,8840
231,2018-09-12,9620
236,2018-09-12,8056
254,2018-09-12,4716
257,2018-09-12,8608
262,2018-09-12,5828
266,2018-09-12,5824
267,2018-09-12,7988
268,2018-09-12,7052
272,2018-09-12,5700
278,2018-09-12,6224
291,2018-09-12,9720
301,2018-09-12,6472
306,2018-09-12,7380
323,2018-09-12,9628
101,2018-09-13,8072
105,2018-09-13,12460
110,2018-09-13,5896
111,2018-09-13,8888
112,2018-09-13,6724
113,2018-09-13,6908
115,2018-09-13,10260
117,2018-09-13,10284
118,2018-09-13,10004
122,2018-09-13,8192
123,2018-09-13,10700
124,2018-09-13,6608
125,2018-09-13,10932
126,2018-09-13,14608
127,2018-09-13,7932
128,2018-09-13,7332
134,2018-09-13,8500
138,2018-09-13,7476
139,2018-09-13,11580
140,2018-09-13,7128
191,2018-09-29,5956
192,2018-09-29,5160
193,2018-09-29,9052
196,2018-09-29,11776
197,2018-09-29,6876
200,2018-09-29,8836
206,2018-09-29,9476
207,2018-09-29,7540
211,2018-09-29,9908
213,2018-09-29,10080
218,2018-09-29,6532
221,2018-09-29,9068
222,2018-09-29,10184
227,2018-09-29,11432
229,2018-09-29,8704
230,2018-09-29,8476
231,2018-09-29,10428
236,2018-09-29,9372
254,2018-09-29,6020
257,2018-09-29,9596
262,2018-09-29,5560
266,2018-09-29,6332
267,2018-09-29,8688
268,2018-09-29,7040
272,2018-09-29,5260
278,2018-09-29,5600
291,2018-09-29,9664
301,2018-09-29,6288
306,2018-09-29,8656
323,2018-09-29,8624
101,2018-09-30,4164
105,2018-09-30,7716
110,2018-09-30,3448
111,2018-09-30,4816
112,2018-09-30,3660
113,2018-09-30,3540
115,2018-09-30,5640
117,2018-09-30,5336
118,2018-09-30,5428
122,2018-09-30,5104
123,2018-09-30,6056
124,2018-09-30,3524
125,2018-09-30,5836
126,2018-09-30,8400
127,2018-09-30,3836
128,2018-09-30,4724
134,2018-09-30,4200
138,2018-09-30,4456
139,2018-09-30,6844
140,2018-09-30,3908
141,2018-09-30,4568
143,2018-09-30,7248
152,2018-09-30,3988
154,2018-09-30,7780
155,2018-09-30,6660
159,2018-09-30,4184
163,2018-09-30,5708
168,2018-09-30,4396
170,2018-09-30,4872
173,2018-09-30,3712
180,2018-09-30,6256
182,2018-09-30,4920
183,2018-09-30,4656
184,2018-09-30,5336
189,2018-09-30,5016
191,2018-09-30,3364
192,2018-09-30,3252
193,2018-09-30,6336
196,2018-09-30,7936
197,2018-09-30,3856
200,2018-09-30,5540
268,2018-10-16,6992
272,2018-10-16,4200
278,2018-10-16,5676
291,2018-10-16,9712
301,2018-10-16,6492
306,2018-10-16,6860
323,2018-10-16,9288
101,2018-10-17,5288
105,2018-10-17,9100
110,2018-10-17,4428
111,2018-10-17,6700
112,2018-10-17,4924
113,2018-10-17,4764
115,2018-10-17,7012
117,2018-10-17,9220
118,2018-10-17,7280
122,2018-10-17,5336
123,2018-10-17,7532
124,2018-10-17,4532
125,2018-10-17,7896
126,2018-10-17,11812
127,2018-10-17,5988
128,2018-10-17,5296
134,2018-10-17,6096
138,2018-10-17,6072
139,2018-10-17,8892
140,2018-10-17,4920
141,2018-10-17,5640
143,2018-10-17,9296
152,2018-10-17,4472
154,2018-10-17,11528
155,2018-10-17,8484
159,2018-10-17,4960
163,2018-10-17,6524
168,2018-10-17,5772
170,2018-10-17,7840
173,2018-10-17,5060
180,2018-10-17,9016
182,2018-10-17,5832
183,2018-10-17,7396
184,2018-10-17,7572
189,2018-10-17,6376
191,2018-10-17,4900
192,2018-10-17,4044
193,2018-10-17,7464
196,2018-10-17,9668
197,2018-10-17,6764
200,2018-10-17,8432
206,2018-10-17,8804
207,2018-10-17,6288
211,2018-10-17,8972
213,2018-10-17,9224
218,2018-10-17,5452
221,2018-10-17,10732
222,2018-10-17,7712
227,2018-10-17,12668
229,2018-10-17,6548
230,2018-10-17,8556
231,2018-10-17,8672
236,2018-10-17,7564
254,2018-10-17,4220
257,2018-10-17,7996
262,2018-10-17,5304
266,2018-10-17,4660
267,2018-10-17,7608
268,2018-10-17,6648
272,2018-10-17,4536
278,2018-10-17,5420
291,2018-10-17,9144
301,2018-10-17,6292
306,2018-10-17,6396
134,2018-11-05,7048
138,2018-11-05,7812
139,2018-11-05,11048
140,2018-11-05,6212
141,2018-11-05,7024
143,2018-11-05,11860
152,2018-11-05,5532
154,2018-11-05,14252
155,2018-11-05,9900
159,2018-11-05,6028
163,2018-11-05,8916
168,2018-11-05,7144
170,2018-11-05,9556
173,2018-11-05,7252
180,2018-11-05,11136
182,2018-11-05,7484
183,2018-11-05,9744
184,2018-11-05,9540
189,2018-11-05,8248
191,2018-11-05,6268
192,2018-11-05,4824
193,2018-11-05,9064
196,2018-11-05,11996
197,2018-11-05,6968
200,2018-11-05,10624
206,2018-11-05,10868
207,2018-11-05,7840
211,2018-11-05,10240
213,2018-11-05,11532
218,2018-11-05,6456
221,2018-11-05,13268
222,2018-11-05,10232
227,2018-11-05,15724
229,2018-11-05,8664
230,2018-11-05,10676
231,2018-11-05,10496
236,2018-11-05,8960
254,2018-11-05,5060
257,2018-11-05,9112
262,2018-11-05,6688
266,2018-11-05,4624
267,2018-11-05,8244
268,2018-11-05,7960
272,2018-11-05,4900
278,2018-11-05,6160
291,2018-11-05,11104
301,2018-11-05,7832
306,2018-11-05,7540
323,2018-11-05,12064
101,2018-11-06,5328
105,2018-11-06,10300
110,2018-11-06,4284
111,2018-11-06,7004
112,2018-11-06,5332
113,2018-11-06,5572
115,2018-11-06,7648
117,2018-11-06,9432
118,2018-11-06,7528
122,2018-11-06,6148
123,2018-11-06,8456
124,2018-11-06,4788
125,2018-11-06,8744
126,2018-11-06,13064
127,2018-11-06,6372
128,2018-11-06,6144
134,2018-11-06,6216
138,2018-11-06,5808
139,2018-11-06,9588
140,2018-11-06,5220
141,2018-11-06,6068
143,2018-11-06,10084
141,2018-09-13,7680
143,2018-09-13,12204
152,2018-09-13,6212
154,2018-09-13,14396
155,2018-09-13,10088
159,2018-09-13,7360
163,2018-09-13,9600
168,2018-09-13,7936
170,2018-09-13,9644
173,2018-09-13,7656
180,2018-09-13,11460
182,2018-09-13,7944
183,2018-09-13,9496
184,2018-09-13,9712
189,2018-09-13,9056
191,2018-09-13,6820
192,2018-09-13,5304
193,2018-09-13,11340
196,2018-09-13,12508
197,2018-09-13,8088
200,2018-09-13,9748
206,2018-09-13,11424
207,2018-09-13,8524
211,2018-09-13,12180
213,2018-09-13,12616
218,2018-09-13,7496
221,2018-09-13,12516
222,2018-09-13,10964
227,2018-09-13,14728
229,2018-09-13,9280
230,2018-09-13,11100
231,2018-09-13,11300
236,2018-09-13,9700
254,2018-09-13,5720
257,2018-09-13,10136
262,2018-09-13,6836
266,2018-09-13,6488
267,2018-09-13,9064
268,2018-09-13,8564
272,2018-09-13,6244
278,2018-09-13,6272
291,2018-09-13,10708
301,2018-09-13,7784
306,2018-09-13,9328
323,2018-09-13,11952
101,2018-09-14,7500
105,2018-09-14,12076
110,2018-09-14,5648
111,2018-09-14,8288
112,2018-09-14,6280
113,2018-09-14,6632
115,2018-09-14,9316
117,2018-09-14,9584
118,2018-09-14,9284
122,2018-09-14,8428
123,2018-09-14,10152
124,2018-09-14,6744
125,2018-09-14,10040
126,2018-09-14,14848
127,2018-09-14,6936
128,2018-09-14,7120
134,2018-09-14,7792
138,2018-09-14,7188
139,2018-09-14,11164
140,2018-09-14,7204
141,2018-09-14,6876
143,2018-09-14,11160
152,2018-09-14,5908
154,2018-09-14,13404
155,2018-09-14,9764
206,2018-09-30,5768
207,2018-09-30,4872
211,2018-09-30,6048
213,2018-09-30,6452
218,2018-09-30,4308
221,2018-09-30,6700
222,2018-09-30,6332
227,2018-09-30,7516
229,2018-09-30,5020
230,2018-09-30,6396
231,2018-09-30,7112
236,2018-09-30,5640
254,2018-09-30,4356
257,2018-09-30,6292
262,2018-09-30,3384
266,2018-09-30,3472
267,2018-09-30,5824
268,2018-09-30,4344
272,2018-09-30,3400
278,2018-09-30,3692
291,2018-09-30,5728
301,2018-09-30,3516
306,2018-09-30,5852
323,2018-09-30,5216
101,2018-10-01,5888
105,2018-10-01,10364
110,2018-10-01,5088
111,2018-10-01,7972
112,2018-10-01,5688
113,2018-10-01,5236
115,2018-10-01,8656
117,2018-10-01,10088
118,2018-10-01,8128
122,2018-10-01,6688
123,2018-10-01,9152
124,2018-10-01,5656
125,2018-10-01,9736
126,2018-10-01,12924
127,2018-10-01,7148
128,2018-10-01,6444
134,2018-10-01,6792
138,2018-10-01,6764
139,2018-10-01,10776
140,2018-10-01,5956
141,2018-10-01,6176
143,2018-10-01,11180
152,2018-10-01,5080
154,2018-10-01,12772
155,2018-10-01,9144
159,2018-10-01,5728
163,2018-10-01,7940
168,2018-10-01,6800
170,2018-10-01,8460
173,2018-10-01,6196
180,2018-10-01,10820
182,2018-10-01,7532
183,2018-10-01,8964
184,2018-10-01,9128
189,2018-10-01,7372
191,2018-10-01,5696
192,2018-10-01,4764
193,2018-10-01,8628
196,2018-10-01,11348
197,2018-10-01,7108
200,2018-10-01,9396
206,2018-10-01,10096
207,2018-10-01,7228
211,2018-10-01,10020
213,2018-10-01,10752
218,2018-10-01,6456
221,2018-10-01,12656
323,2018-10-17,8820
101,2018-10-18,7124
105,2018-10-18,12912
110,2018-10-18,5708
111,2018-10-18,9588
112,2018-10-18,6760
113,2018-10-18,6520
115,2018-10-18,9840
117,2018-10-18,10832
118,2018-10-18,9512
122,2018-10-18,8068
123,2018-10-18,10964
124,2018-10-18,6672
125,2018-10-18,10780
126,2018-10-18,15184
127,2018-10-18,7252
128,2018-10-18,7196
134,2018-10-18,7296
138,2018-10-18,7908
139,2018-10-18,11692
140,2018-10-18,7252
141,2018-10-18,7664
143,2018-10-18,12584
152,2018-10-18,6400
154,2018-10-18,14476
155,2018-10-18,9992
159,2018-10-18,7076
163,2018-10-18,9340
168,2018-10-18,7812
170,2018-10-18,9652
173,2018-10-18,7932
180,2018-10-18,12024
182,2018-10-18,7912
183,2018-10-18,9468
184,2018-10-18,9600
189,2018-10-18,9364
191,2018-10-18,6424
192,2018-10-18,5316
193,2018-10-18,10260
196,2018-10-18,12340
197,2018-10-18,8012
200,2018-10-18,10380
206,2018-10-18,11336
207,2018-10-18,8768
211,2018-10-18,11088
213,2018-10-18,12596
218,2018-10-18,7468
221,2018-10-18,13068
222,2018-10-18,10496
227,2018-10-18,14520
229,2018-10-18,9524
230,2018-10-18,11140
231,2018-10-18,10848
236,2018-10-18,9888
254,2018-10-18,5500
257,2018-10-18,10212
262,2018-10-18,6840
266,2018-10-18,5252
267,2018-10-18,9080
268,2018-10-18,8608
272,2018-10-18,5544
278,2018-10-18,6340
291,2018-10-18,11200
301,2018-10-18,7708
306,2018-10-18,8192
323,2018-10-18,11672
101,2018-10-19,6808
105,2018-10-19,12780
110,2018-10-19,5784
111,2018-10-19,9080
278,2018-08-27,6248
291,2018-08-27,10400
301,2018-08-27,6884
306,2018-08-27,8556
323,2018-08-27,9656
101,2018-08-28,8472
105,2018-08-28,9844
110,2018-08-28,4300
111,2018-08-28,6744
112,2018-08-28,5152
113,2018-08-28,5164
115,2018-08-28,7392
117,2018-08-28,9504
118,2018-08-28,7856
122,2018-08-28,6924
124,2018-08-28,5468
125,2018-08-28,8964
126,2018-08-28,13044
127,2018-08-28,6304
128,2018-08-28,6076
134,2018-08-28,6008
138,2018-08-28,5708
139,2018-08-28,9184
140,2018-08-28,4960
141,2018-08-28,6296
143,2018-08-28,9808
152,2018-08-28,4524
154,2018-08-28,11696
155,2018-08-28,9468
159,2018-08-28,5792
163,2018-08-28,7060
168,2018-08-28,5776
170,2018-08-28,7692
173,2018-08-28,5772
180,2018-08-28,8320
182,2018-08-28,5988
183,2018-08-28,7136
184,2018-08-28,7404
189,2018-08-28,6432
191,2018-08-28,5020
192,2018-08-28,4252
193,2018-08-28,8028
196,2018-08-28,10964
197,2018-08-28,5968
200,2018-08-28,8244
206,2018-08-28,9320
207,2018-08-28,6780
211,2018-08-28,11392
213,2018-08-28,10336
218,2018-08-28,5504
221,2018-08-28,10272
222,2018-08-28,8732
227,2018-08-28,11092
229,2018-08-28,7096
230,2018-08-28,8400
231,2018-08-28,9336
236,2018-08-28,7020
254,2018-08-28,4692
257,2018-08-28,8224
262,2018-08-28,5500
266,2018-08-28,7060
267,2018-08-28,8048
268,2018-08-28,7496
272,2018-08-28,5152
278,2018-08-28,5624
291,2018-08-28,8832
301,2018-08-28,6468
306,2018-08-28,7620
323,2018-08-28,8592
101,2018-08-29,8268
105,2018-08-29,9580
159,2018-09-14,6556
163,2018-09-14,8832
168,2018-09-14,7220
170,2018-09-14,9380
173,2018-09-14,7548
180,2018-09-14,10220
182,2018-09-14,7144
183,2018-09-14,8960
184,2018-09-14,9828
189,2018-09-14,8568
191,2018-09-14,6320
192,2018-09-14,5160
193,2018-09-14,9812
196,2018-09-14,12156
197,2018-09-14,7536
200,2018-09-14,9596
206,2018-09-14,10736
207,2018-09-14,8688
211,2018-09-14,7712
213,2018-09-14,11412
218,2018-09-14,7316
221,2018-09-14,11928
222,2018-09-14,11096
227,2018-09-14,13360
229,2018-09-14,8564
230,2018-09-14,9744
231,2018-09-14,10932
236,2018-09-14,8664
254,2018-09-14,5984
257,2018-09-14,9584
262,2018-09-14,6540
266,2018-09-14,7180
267,2018-09-14,9488
268,2018-09-14,8340
272,2018-09-14,6408
278,2018-09-14,6428
291,2018-09-14,10092
301,2018-09-14,7324
306,2018-09-14,9300
323,2018-09-14,10840
101,2018-09-15,8444
105,2018-09-15,11376
110,2018-09-15,5672
111,2018-09-15,7300
112,2018-09-15,6604
113,2018-09-15,6396
115,2018-09-15,9500
117,2018-09-15,8652
118,2018-09-15,8804
122,2018-09-15,7540
123,2018-09-15,10068
124,2018-09-15,6580
125,2018-09-15,10488
126,2018-09-15,12508
127,2018-09-15,6724
128,2018-09-15,7248
134,2018-09-15,6696
138,2018-09-15,7652
139,2018-09-15,10568
140,2018-09-15,6320
141,2018-09-15,7408
143,2018-09-15,10864
152,2018-09-15,6192
154,2018-09-15,12604
155,2018-09-15,10776
159,2018-09-15,7796
163,2018-09-15,8932
168,2018-09-15,7328
170,2018-09-15,7876
173,2018-09-15,6844
222,2018-10-01,9184
227,2018-10-01,14880
229,2018-10-01,7980
230,2018-10-01,9780
231,2018-10-01,10396
236,2018-10-01,8772
254,2018-10-01,4756
257,2018-10-01,8780
262,2018-10-01,5920
266,2018-10-01,4664
267,2018-10-01,8044
268,2018-10-01,7448
272,2018-10-01,4596
278,2018-10-01,6196
291,2018-10-01,10620
301,2018-10-01,7576
306,2018-10-01,7820
323,2018-10-01,10656
101,2018-10-02,5528
105,2018-10-02,10680
110,2018-10-02,4736
111,2018-10-02,6776
112,2018-10-02,5568
113,2018-10-02,5616
115,2018-10-02,7616
117,2018-10-02,9552
118,2018-10-02,7928
122,2018-10-02,6304
123,2018-10-02,8420
124,2018-10-02,4848
125,2018-10-02,8664
126,2018-10-02,13104
127,2018-10-02,6204
128,2018-10-02,6040
134,2018-10-02,6340
138,2018-10-02,5728
139,2018-10-02,9120
140,2018-10-02,5400
141,2018-10-02,6412
143,2018-10-02,9984
152,2018-10-02,4468
154,2018-10-02,12052
155,2018-10-02,8640
159,2018-10-02,5560
163,2018-10-02,7228
168,2018-10-02,5864
170,2018-10-02,8240
173,2018-10-02,5488
180,2018-10-02,9624
182,2018-10-02,6200
183,2018-10-02,7848
184,2018-10-02,7944
189,2018-10-02,6584
191,2018-10-02,5424
192,2018-10-02,4420
193,2018-10-02,7844
196,2018-10-02,10204
197,2018-10-02,6908
200,2018-10-02,8788
206,2018-10-02,9316
207,2018-10-02,6816
211,2018-10-02,9188
213,2018-10-02,9956
218,2018-10-02,5752
221,2018-10-02,11364
222,2018-10-02,9084
227,2018-10-02,13364
229,2018-10-02,6644
230,2018-10-02,8516
231,2018-10-02,9532
112,2018-10-19,6484
113,2018-10-19,7000
115,2018-10-19,9352
117,2018-10-19,10732
118,2018-10-19,9716
122,2018-10-19,8592
123,2018-10-19,10184
124,2018-10-19,6416
125,2018-10-19,10088
126,2018-10-19,14784
127,2018-10-19,7192
128,2018-10-19,7236
134,2018-10-19,7824
138,2018-10-19,7400
139,2018-10-19,11248
140,2018-10-19,7428
141,2018-10-19,6988
143,2018-10-19,11212
152,2018-10-19,5944
154,2018-10-19,13284
155,2018-10-19,9732
159,2018-10-19,6432
163,2018-10-19,9272
168,2018-10-19,7588
170,2018-10-19,9888
173,2018-10-19,8020
180,2018-10-19,10848
182,2018-10-19,7564
183,2018-10-19,9908
184,2018-10-19,9468
189,2018-10-19,8924
191,2018-10-19,6188
192,2018-10-19,5296
193,2018-10-19,9548
196,2018-10-19,11648
197,2018-10-19,7948
200,2018-10-19,10576
206,2018-10-19,11144
207,2018-10-19,8752
211,2018-10-19,10932
213,2018-10-19,11984
218,2018-10-19,7628
221,2018-10-19,12140
222,2018-10-19,10904
227,2018-10-19,13252
229,2018-10-19,9232
230,2018-10-19,10384
231,2018-10-19,11328
236,2018-10-19,9000
254,2018-10-19,5584
257,2018-10-19,9376
262,2018-10-19,6828
266,2018-10-19,5684
267,2018-10-19,9528
268,2018-10-19,8700
272,2018-10-19,5600
278,2018-10-19,6480
291,2018-10-19,10448
301,2018-10-19,7596
306,2018-10-19,8300
323,2018-10-19,11024
101,2018-10-20,7812
105,2018-10-20,12248
110,2018-10-20,6644
111,2018-10-20,8892
112,2018-10-20,7164
113,2018-10-20,6920
115,2018-10-20,9712
117,2018-10-20,8992
118,2018-10-20,9552
110,2018-08-29,4516
111,2018-08-29,6600
112,2018-08-29,4752
113,2018-08-29,5152
115,2018-08-29,7344
117,2018-08-29,8608
118,2018-08-29,7628
122,2018-08-29,5980
124,2018-08-29,5372
125,2018-08-29,8800
126,2018-08-29,12440
127,2018-08-29,6016
128,2018-08-29,5956
134,2018-08-29,5648
138,2018-08-29,5752
139,2018-08-29,8524
140,2018-08-29,4416
141,2018-08-29,5648
143,2018-08-29,9320
152,2018-08-29,4548
154,2018-08-29,11420
155,2018-08-29,9392
159,2018-08-29,5536
163,2018-08-29,6724
168,2018-08-29,6024
170,2018-08-29,7584
173,2018-08-29,5600
180,2018-08-29,8000
182,2018-08-29,6008
183,2018-08-29,6668
184,2018-08-29,7548
189,2018-08-29,6064
191,2018-08-29,4880
192,2018-08-29,4100
193,2018-08-29,7688
196,2018-08-29,10824
197,2018-08-29,5852
200,2018-08-29,8452
206,2018-08-29,8964
207,2018-08-29,6652
211,2018-08-29,11212
213,2018-08-29,10076
218,2018-08-29,5816
221,2018-08-29,10336
222,2018-08-29,8292
227,2018-08-29,10936
229,2018-08-29,6444
230,2018-08-29,8272
231,2018-08-29,9128
236,2018-08-29,6980
254,2018-08-29,4652
257,2018-08-29,7888
262,2018-08-29,5336
266,2018-08-29,7564
267,2018-08-29,7852
268,2018-08-29,6980
272,2018-08-29,5260
278,2018-08-29,5640
291,2018-08-29,8556
301,2018-08-29,6444
306,2018-08-29,7952
323,2018-08-29,8028
101,2018-08-30,8544
105,2018-08-30,11972
110,2018-08-30,5408
111,2018-08-30,8712
112,2018-08-30,5956
113,2018-08-30,6148
115,2018-08-30,9144
117,2018-08-30,10100
118,2018-08-30,9328
180,2018-09-15,9072
182,2018-09-15,7064
183,2018-09-15,7788
184,2018-09-15,9488
189,2018-09-15,7908
191,2018-09-15,6012
192,2018-09-15,5440
193,2018-09-15,9128
196,2018-09-15,11144
197,2018-09-15,6916
200,2018-09-15,8572
206,2018-09-15,9756
207,2018-09-15,7804
211,2018-09-15,12688
213,2018-09-15,9800
218,2018-09-15,6236
221,2018-09-15,9620
222,2018-09-15,9808
227,2018-09-15,11028
229,2018-09-15,8568
230,2018-09-15,8568
231,2018-09-15,10976
236,2018-09-15,9124
254,2018-09-15,6068
257,2018-09-15,9576
262,2018-09-15,5580
266,2018-09-15,8468
267,2018-09-15,8352
268,2018-09-15,7944
272,2018-09-15,6696
278,2018-09-15,5836
291,2018-09-15,9548
301,2018-09-15,6092
306,2018-09-15,9904
323,2018-09-15,9308
101,2018-09-16,4596
105,2018-09-16,7540
110,2018-09-16,3500
111,2018-09-16,4616
112,2018-09-16,3856
113,2018-09-16,3700
115,2018-09-16,5436
117,2018-09-16,5760
118,2018-09-16,6228
122,2018-09-16,4996
123,2018-09-16,6012
124,2018-09-16,3876
125,2018-09-16,6704
126,2018-09-16,8876
127,2018-09-16,3928
128,2018-09-16,4784
134,2018-09-16,5016
138,2018-09-16,4460
139,2018-09-16,6796
140,2018-09-16,4472
141,2018-09-16,4952
143,2018-09-16,7444
152,2018-09-16,3992
154,2018-09-16,7860
155,2018-09-16,7080
159,2018-09-16,4784
163,2018-09-16,6004
168,2018-09-16,4560
170,2018-09-16,4748
173,2018-09-16,4096
180,2018-09-16,6140
182,2018-09-16,4800
183,2018-09-16,4844
184,2018-09-16,5776
189,2018-09-16,5208
191,2018-09-16,3472
236,2018-10-02,7864
254,2018-10-02,4080
257,2018-10-02,8476
262,2018-10-02,5520
266,2018-10-02,4468
267,2018-10-02,8012
268,2018-10-02,6836
272,2018-10-02,4588
278,2018-10-02,5856
291,2018-10-02,9732
301,2018-10-02,6880
306,2018-10-02,6568
323,2018-10-02,9344
101,2018-10-03,5272
105,2018-10-03,9316
110,2018-10-03,4612
111,2018-10-03,6772
112,2018-10-03,5128
113,2018-10-03,4956
115,2018-10-03,7820
117,2018-10-03,9404
118,2018-10-03,7792
122,2018-10-03,5448
123,2018-10-03,8160
124,2018-10-03,4788
125,2018-10-03,8408
126,2018-10-03,12272
127,2018-10-03,5964
128,2018-10-03,5876
134,2018-10-03,6264
138,2018-10-03,6016
139,2018-10-03,9136
140,2018-10-03,5076
141,2018-10-03,6108
143,2018-10-03,9780
152,2018-10-03,4376
154,2018-10-03,11836
155,2018-10-03,8420
159,2018-10-03,5172
163,2018-10-03,6820
168,2018-10-03,5772
170,2018-10-03,8448
173,2018-10-03,5012
180,2018-10-03,9336
182,2018-10-03,6024
183,2018-10-03,7696
184,2018-10-03,7424
189,2018-10-03,6428
191,2018-10-03,5240
192,2018-10-03,4168
193,2018-10-03,7328
196,2018-10-03,9888
197,2018-10-03,6652
200,2018-10-03,8132
206,2018-10-03,9496
207,2018-10-03,6484
211,2018-10-03,9164
213,2018-10-03,9304
218,2018-10-03,5356
221,2018-10-03,10784
222,2018-10-03,8188
227,2018-10-03,13140
229,2018-10-03,6536
230,2018-10-03,8780
231,2018-10-03,9088
236,2018-10-03,7816
254,2018-10-03,4304
257,2018-10-03,8428
262,2018-10-03,5292
266,2018-10-03,4752
267,2018-10-03,7560
122,2018-10-20,8716
123,2018-10-20,10320
124,2018-10-20,7152
125,2018-10-20,10412
126,2018-10-20,13916
127,2018-10-20,7424
128,2018-10-20,7880
134,2018-10-20,7736
138,2018-10-20,7724
139,2018-10-20,11152
140,2018-10-20,7428
141,2018-10-20,7876
143,2018-10-20,11596
152,2018-10-20,6448
154,2018-10-20,13336
155,2018-10-20,10612
159,2018-10-20,7792
163,2018-10-20,9204
168,2018-10-20,7644
170,2018-10-20,8696
173,2018-10-20,8136
180,2018-10-20,10208
182,2018-10-20,7860
183,2018-10-20,8104
184,2018-10-20,9520
189,2018-10-20,8200
191,2018-10-20,6884
192,2018-10-20,5792
193,2018-10-20,9708
196,2018-10-20,12188
197,2018-10-20,8060
200,2018-10-20,9612
206,2018-10-20,9900
207,2018-10-20,8544
211,2018-10-20,10852
213,2018-10-20,10812
218,2018-10-20,6948
221,2018-10-20,9964
222,2018-10-20,10240
227,2018-10-20,11520
229,2018-10-20,9180
230,2018-10-20,9668
231,2018-10-20,10892
236,2018-10-20,10316
254,2018-10-20,6628
257,2018-10-20,10568
262,2018-10-20,6092
266,2018-10-20,7504
267,2018-10-20,9380
268,2018-10-20,8200
272,2018-10-20,6264
278,2018-10-20,6092
291,2018-10-20,9628
301,2018-10-20,6960
306,2018-10-20,9404
323,2018-10-20,9268
101,2018-10-21,5092
105,2018-10-21,8256
110,2018-10-21,3956
111,2018-10-21,6056
112,2018-10-21,3700
113,2018-10-21,4376
115,2018-10-21,5572
117,2018-10-21,6188
118,2018-10-21,5900
122,2018-10-21,5652
123,2018-10-21,5908
124,2018-10-21,3980
125,2018-10-21,6320
126,2018-10-21,9364
127,2018-10-21,4112
122,2018-08-30,8048
124,2018-08-30,6828
125,2018-08-30,10512
126,2018-08-30,14464
127,2018-08-30,7896
128,2018-08-30,7052
134,2018-08-30,7044
138,2018-08-30,7264
139,2018-08-30,11028
140,2018-08-30,6220
141,2018-08-30,6684
143,2018-08-30,11720
152,2018-08-30,5812
154,2018-08-30,13116
155,2018-08-30,10620
159,2018-08-30,6708
163,2018-08-30,8688
168,2018-08-30,7192
170,2018-08-30,8792
173,2018-08-30,7868
180,2018-08-30,10572
182,2018-08-30,7176
183,2018-08-30,8284
